,theta1,theta2,gp_mean,gp_sd
3583,0.35000000000000003,48.0,[[-0.45466201]],[0.01177638]
3584,0.35000000000000003,49.0,[[-0.45225947]],[0.01099702]
3585,0.35000000000000003,50.0,[[-0.45013348]],[0.01037578]
3586,0.35000000000000003,51.0,[[-0.44836461]],[0.01014424]
3587,0.35000000000000003,52.0,[[-0.44691562]],[0.01033642]
3588,0.35000000000000003,53.0,[[-0.44576006]],[0.01070701]
3589,0.35000000000000003,54.0,[[-0.44504592]],[0.01116168]
3590,0.35000000000000003,55.0,[[-0.44492974]],[0.01175879]
3591,0.35000000000000003,56.0,[[-0.44536735]],[0.01232675]
3592,0.35000000000000003,57.0,[[-0.44622864]],[0.01264445]
3593,0.35000000000000003,58.0,[[-0.44736589]],[0.01261296]
3594,0.35000000000000003,59.0,[[-0.44861948]],[0.01227679]
3595,0.35000000000000003,60.0,[[-0.44981356]],[0.01182064]
3596,0.35000000000000003,61.0,[[-0.45072976]],[0.01151067]
3597,0.35000000000000003,62.0,[[-0.4510914]],[0.01154887]
3598,0.35000000000000003,63.0,[[-0.45065016]],[0.01194326]
3599,0.35000000000000003,64.0,[[-0.449318]],[0.01251424]
3600,0.35000000000000003,65.0,[[-0.44719123]],[0.0130399]
3601,0.35000000000000003,66.0,[[-0.44449317]],[0.0133809]
3602,0.35000000000000003,67.0,[[-0.44151139]],[0.01351399]
3603,0.35000000000000003,68.0,[[-0.43854851]],[0.01351377]
3604,0.35000000000000003,69.0,[[-0.43588332]],[0.01351008]
3605,0.35000000000000003,70.0,[[-0.43374186]],[0.013631]
3606,0.35000000000000003,71.0,[[-0.43228191]],[0.0139378]
3607,0.35000000000000003,72.0,[[-0.43158966]],[0.01438843]
3608,0.35000000000000003,73.0,[[-0.43168133]],[0.01487103]
3609,0.35000000000000003,74.0,[[-0.43250617]],[0.01526054]
3610,0.35000000000000003,75.0,[[-0.43395314]],[0.01544778]
3611,0.35000000000000003,76.0,[[-0.43586406]],[0.01535153]
3612,0.35000000000000003,77.0,[[-0.43805128]],[0.01493293]
3613,0.35000000000000003,78.0,[[-0.44031574]],[0.01421661]
3614,0.35000000000000003,79.0,[[-0.44246256]],[0.01331365]
3615,0.35000000000000003,80.0,[[-0.4443155]],[0.01242891]
3616,0.35000000000000003,81.0,[[-0.44573786]],[0.01180589]
3617,0.35000000000000003,82.0,[[-0.44666728]],[0.01157568]
3618,0.35000000000000003,83.0,[[-0.44712888]],[0.01168716]
3619,0.35000000000000003,84.0,[[-0.44718187]],[0.01204138]
3620,0.35000000000000003,85.0,[[-0.44685852]],[0.01253697]
3621,0.35000000000000003,86.0,[[-0.44615574]],[0.01304311]
3622,0.35000000000000003,87.0,[[-0.44507217]],[0.01342945]
3623,0.35000000000000003,88.0,[[-0.44365315]],[0.01358671]
3624,0.35000000000000003,89.0,[[-0.44201134]],[0.01343097]
3625,0.35000000000000003,90.0,[[-0.44031147]],[0.01292771]
3626,0.35000000000000003,91.0,[[-0.43873649]],[0.0121428]
3627,0.35000000000000003,92.0,[[-0.43745608]],[0.01130776]
3628,0.35000000000000003,93.0,[[-0.43657546]],[0.010826]
3629,0.35000000000000003,94.0,[[-0.43598373]],[0.01107637]
3630,0.35000000000000003,95.0,[[-0.43548203]],[0.01223755]
3631,0.35000000000000003,96.0,[[-0.43505888]],[0.0141251]
3632,0.35000000000000003,97.0,[[-0.43471888]],[0.0164938]
3633,0.35000000000000003,98.0,[[-0.4344361]],[0.01919232]
3634,0.35000000000000003,99.0,[[-0.43416547]],[0.02215285]
3635,0.35000000000000003,100.0,[[-0.43385278]],[0.02535525]
3636,0.36,0.0,[[-0.24183782]],[0.01332536]
3637,0.36,1.0,[[-0.27290165]],[0.01201297]
3638,0.36,2.0,[[-0.30553912]],[0.01180557]
3639,0.36,3.0,[[-0.33897561]],[0.01220053]
3640,0.36,4.0,[[-0.37184759]],[0.01260882]
3641,0.36,5.0,[[-0.40256841]],[0.01271804]
3642,0.36,6.0,[[-0.42957698]],[0.01250487]
3643,0.36,7.0,[[-0.45159136]],[0.01212374]
3644,0.36,8.0,[[-0.46794464]],[0.01177552]
3645,0.36,9.0,[[-0.47876038]],[0.01158391]
3646,0.36,10.0,[[-0.48476278]],[0.0115212]
3647,0.36,11.0,[[-0.48698066]],[0.01146897]
3648,0.36,12.0,[[-0.4866028]],[0.01142146]
3649,0.36,13.0,[[-0.48492311]],[0.01158778]
3650,0.36,14.0,[[-0.48298509]],[0.01214831]
3651,0.36,15.0,[[-0.48109295]],[0.01290438]
3652,0.36,16.0,[[-0.47939056]],[0.01357113]
3653,0.36,17.0,[[-0.47804065]],[0.01395516]
3654,0.36,18.0,[[-0.47715718]],[0.01396496]
3655,0.36,19.0,[[-0.47675331]],[0.01359716]
3656,0.36,20.0,[[-0.4767224]],[0.01292921]
3657,0.36,21.0,[[-0.47684886]],[0.01212761]
3658,0.36,22.0,[[-0.47685806]],[0.01146343]
3659,0.36,23.0,[[-0.47652197]],[0.01126849]
3660,0.36,24.0,[[-0.47577636]],[0.01162567]
3661,0.36,25.0,[[-0.47468304]],[0.01220071]
3662,0.36,26.0,[[-0.47325797]],[0.01267582]
3663,0.36,27.0,[[-0.47145628]],[0.0128804]
3664,0.36,28.0,[[-0.46929119]],[0.01275625]
3665,0.36,29.0,[[-0.46692082]],[0.01233903]
3666,0.36,30.0,[[-0.46464582]],[0.01177256]
3667,0.36,31.0,[[-0.46286503]],[0.01130124]
3668,0.36,32.0,[[-0.46196612]],[0.01113405]
3669,0.36,33.0,[[-0.46196633]],[0.01114464]
3670,0.36,34.0,[[-0.4625937]],[0.01110976]
3671,0.36,35.0,[[-0.46354102]],[0.01108382]
3672,0.36,36.0,[[-0.46447387]],[0.01138947]
3673,0.36,37.0,[[-0.46518837]],[0.01218809]
3674,0.36,38.0,[[-0.46571007]],[0.0132048]
3675,0.36,39.0,[[-0.46606318]],[0.01413165]
3676,0.36,40.0,[[-0.46624108]],[0.01477117]
3677,0.36,41.0,[[-0.46620656]],[0.01504065]
3678,0.36,42.0,[[-0.46589095]],[0.01495495]
3679,0.36,43.0,[[-0.465201]],[0.0146062]
3680,0.36,44.0,[[-0.46404649]],[0.01412573]
3681,0.36,45.0,[[-0.46239411]],[0.01361739]
3682,0.36,46.0,[[-0.46031435]],[0.01309768]
3683,0.36,47.0,[[-0.45796725]],[0.01250953]
3684,0.36,48.0,[[-0.45554225]],[0.01180976]
3685,0.36,49.0,[[-0.45321451]],[0.01105735]
3686,0.36,50.0,[[-0.45112008]],[0.01043588]
3687,0.36,51.0,[[-0.4493143]],[0.01018325]
3688,0.36,52.0,[[-0.44775282]],[0.01036311]
3689,0.36,53.0,[[-0.44645533]],[0.01075384]
3690,0.36,54.0,[[-0.44561615]],[0.01124226]
3691,0.36,55.0,[[-0.44540337]],[0.01185202]
3692,0.36,56.0,[[-0.44579288]],[0.01242695]
3693,0.36,57.0,[[-0.44665915]],[0.01275461]
3694,0.36,58.0,[[-0.4478472]],[0.0127304]
3695,0.36,59.0,[[-0.44918246]],[0.01238596]
3696,0.36,60.0,[[-0.45046569]],[0.01188764]
3697,0.36,61.0,[[-0.45145045]],[0.01149426]
3698,0.36,62.0,[[-0.45183703]],[0.01144404]
3699,0.36,63.0,[[-0.45136468]],[0.01180207]
3700,0.36,64.0,[[-0.44995039]],[0.01240206]
3701,0.36,65.0,[[-0.44770603]],[0.0130008]
3702,0.36,66.0,[[-0.4448701]],[0.01343359]
3703,0.36,67.0,[[-0.44174154]],[0.0136557]
3704,0.36,68.0,[[-0.43863106]],[0.0137235]
3705,0.36,69.0,[[-0.43582495]],[0.01375222]
3706,0.36,70.0,[[-0.43355849]],[0.01386249]
3707,0.36,71.0,[[-0.43200059]],[0.01412166]
3708,0.36,72.0,[[-0.43124813]],[0.01450856]
3709,0.36,73.0,[[-0.43132443]],[0.01493282]
3710,0.36,74.0,[[-0.43218023]],[0.01527844]
3711,0.36,75.0,[[-0.43370031]],[0.01543343]
3712,0.36,76.0,[[-0.43571816]],[0.01530844]
3713,0.36,77.0,[[-0.43803574]],[0.01485673]
3714,0.36,78.0,[[-0.44044289]],[0.01409863]
3715,0.36,79.0,[[-0.44273299]],[0.01314718]
3716,0.36,80.0,[[-0.44471636]],[0.01221987]
3717,0.36,81.0,[[-0.44624068]],[0.01158405]
3718,0.36,82.0,[[-0.44723274]],[0.01137796]
3719,0.36,83.0,[[-0.44772133]],[0.01152179]
3720,0.36,84.0,[[-0.44777356]],[0.01190167]
3721,0.36,85.0,[[-0.44742435]],[0.01241408]
3722,0.36,86.0,[[-0.44666949]],[0.01292606]
3723,0.36,87.0,[[-0.44550865]],[0.01331654]
3724,0.36,88.0,[[-0.44399453]],[0.01348953]
3725,0.36,89.0,[[-0.44225365]],[0.01336725]
3726,0.36,90.0,[[-0.4404658]],[0.01291341]
3727,0.36,91.0,[[-0.43882362]],[0.01218737]
3728,0.36,92.0,[[-0.43749611]],[0.0114055]
3729,0.36,93.0,[[-0.43657148]],[0.01093983]
3730,0.36,94.0,[[-0.43593187]],[0.01117585]
3731,0.36,95.0,[[-0.43537753]],[0.01232539]
3732,0.36,96.0,[[-0.43491251]],[0.01418795]
3733,0.36,97.0,[[-0.43454288]],[0.01652253]
3734,0.36,98.0,[[-0.43424192]],[0.01918761]
3735,0.36,99.0,[[-0.43396262]],[0.02212223]
3736,0.36,100.0,[[-0.43364816]],[0.02530891]
3737,0.37,0.0,[[-0.24188625]],[0.0134137]
3738,0.37,1.0,[[-0.27317616]],[0.01211774]
3739,0.37,2.0,[[-0.30606569]],[0.01189083]
3740,0.37,3.0,[[-0.33976911]],[0.01223356]
3741,0.37,4.0,[[-0.37294163]],[0.01258611]
3742,0.37,5.0,[[-0.4039738]],[0.01265374]
3743,0.37,6.0,[[-0.43123883]],[0.01242721]
3744,0.37,7.0,[[-0.45336746]],[0.01207463]
3745,0.37,8.0,[[-0.46964437]],[0.01178921]
3746,0.37,9.0,[[-0.48022781]],[0.01165106]
3747,0.37,10.0,[[-0.48591141]],[0.01159267]
3748,0.37,11.0,[[-0.48777807]],[0.01149633]
3749,0.37,12.0,[[-0.48704449]],[0.01137606]
3750,0.37,13.0,[[-0.48502957]],[0.0114722]
3751,0.37,14.0,[[-0.48282295]],[0.01200816]
3752,0.37,15.0,[[-0.48068312]],[0.01277222]
3753,0.37,16.0,[[-0.47876151]],[0.01346835]
3754,0.37,17.0,[[-0.4772406]],[0.01389119]
3755,0.37,18.0,[[-0.47624662]],[0.01393718]
3756,0.37,19.0,[[-0.47579389]],[0.01359272]
3757,0.37,20.0,[[-0.47576779]],[0.01292962]
3758,0.37,21.0,[[-0.47593675]],[0.01211734]
3759,0.37,22.0,[[-0.47600251]],[0.01143811]
3760,0.37,23.0,[[-0.47572]],[0.01122242]
3761,0.37,24.0,[[-0.47503971]],[0.01154356]
3762,0.37,25.0,[[-0.47404784]],[0.01208957]
3763,0.37,26.0,[[-0.47275178]],[0.012546]
3764,0.37,27.0,[[-0.47107027]],[0.01274268]
3765,0.37,28.0,[[-0.4689909]],[0.01262214]
3766,0.37,29.0,[[-0.46667173]],[0.01222197]
3767,0.37,30.0,[[-0.46442622]],[0.01169194]
3768,0.37,31.0,[[-0.46265991]],[0.01127659]
3769,0.37,32.0,[[-0.46174005]],[0.01115537]
3770,0.37,33.0,[[-0.46170152]],[0.01119774]
3771,0.37,34.0,[[-0.46230092]],[0.01118598]
3772,0.37,35.0,[[-0.46323375]],[0.01116083]
3773,0.37,36.0,[[-0.46415801]],[0.01144154]
3774,0.37,37.0,[[-0.46486714]],[0.01220238]
3775,0.37,38.0,[[-0.4654044]],[0.01316963]
3776,0.37,39.0,[[-0.46579964]],[0.01404736]
3777,0.37,40.0,[[-0.46604934]],[0.01464388]
3778,0.37,41.0,[[-0.46611682]],[0.01487772]
3779,0.37,42.0,[[-0.46593014]],[0.01476497]
3780,0.37,43.0,[[-0.46538641]],[0.014403]
3781,0.37,44.0,[[-0.46437868]],[0.01393272]
3782,0.37,45.0,[[-0.46285789]],[0.01346385]
3783,0.37,46.0,[[-0.46089272]],[0.01300445]
3784,0.37,47.0,[[-0.4586523]],[0.01247968]
3785,0.37,48.0,[[-0.45632947]],[0.01183279]
3786,0.37,49.0,[[-0.45408666]],[0.01111476]
3787,0.37,50.0,[[-0.45203386]],[0.01050295]
3788,0.37,51.0,[[-0.45020076]],[0.0102375]
3789,0.37,52.0,[[-0.44853094]],[0.01041032]
3790,0.37,53.0,[[-0.44709404]],[0.01082591]
3791,0.37,54.0,[[-0.446132]],[0.01134729]
3792,0.37,55.0,[[-0.44582455]],[0.01196513]
3793,0.37,56.0,[[-0.44616573]],[0.01253834]
3794,0.37,57.0,[[-0.44703612]],[0.01286818]
3795,0.37,58.0,[[-0.4482737]],[0.0128461]
3796,0.37,59.0,[[-0.44968875]],[0.0124902]
3797,0.37,60.0,[[-0.45105964]],[0.01194797]
3798,0.37,61.0,[[-0.45211403]],[0.01147055]
3799,0.37,62.0,[[-0.45252851]],[0.01133086]
3800,0.37,63.0,[[-0.45202599]],[0.01165273]
3801,0.37,64.0,[[-0.45052874]],[0.01228191]
3802,0.37,65.0,[[-0.44816574]],[0.01295193]
3803,0.37,66.0,[[-0.44519139]],[0.01347213]
3804,0.37,67.0,[[-0.44191604]],[0.01377704]
3805,0.37,68.0,[[-0.43865851]],[0.01390644]
3806,0.37,69.0,[[-0.43571258]],[0.01396248]
3807,0.37,70.0,[[-0.43332258]],[0.01405934]
3808,0.37,71.0,[[-0.43166826]],[0.01427049]
3809,0.37,72.0,[[-0.43085703]],[0.01459445]
3810,0.37,73.0,[[-0.43091938]],[0.01496184]
3811,0.37,74.0,[[-0.43180751]],[0.01526647]
3812,0.37,75.0,[[-0.43340162]],[0.01539396]
3813,0.37,76.0,[[-0.43552639]],[0.01524636]
3814,0.37,77.0,[[-0.43797307]],[0.01476815]
3815,0.37,78.0,[[-0.44052037]],[0.01397409]
3816,0.37,79.0,[[-0.4429503]],[0.01297758]
3817,0.37,80.0,[[-0.4450604]],[0.0120073]
3818,0.37,81.0,[[-0.44668259]],[0.01135612]
3819,0.37,82.0,[[-0.44773221]],[0.01117265]
3820,0.37,83.0,[[-0.4482437]],[0.0113442]
3821,0.37,84.0,[[-0.44829359]],[0.01174492]
3822,0.37,85.0,[[-0.4479193]],[0.01227148]
3823,0.37,86.0,[[-0.44711419]],[0.01278788]
3824,0.37,87.0,[[-0.44587762]],[0.01318382]
3825,0.37,88.0,[[-0.44426897]],[0.01337803]
3826,0.37,89.0,[[-0.44242946]],[0.0132984]
3827,0.37,90.0,[[-0.44055479]],[0.01290531]
3828,0.37,91.0,[[-0.43884666]],[0.01224973]
3829,0.37,92.0,[[-0.43747096]],[0.01153021]
3830,0.37,93.0,[[-0.43649942]],[0.01108895]
3831,0.37,94.0,[[-0.43581068]],[0.01131206]
3832,0.37,95.0,[[-0.43521277]],[0.0124325]
3833,0.37,96.0,[[-0.43471495]],[0.01425324]
3834,0.37,97.0,[[-0.4343236]],[0.01654163]
3835,0.37,98.0,[[-0.43401114]],[0.01916527]
3836,0.37,99.0,[[-0.43372867]],[0.02206914]
3837,0.37,100.0,[[-0.43341674]],[0.02523779]
3838,0.38,0.0,[[-0.24193311]],[0.01347919]
3839,0.38,1.0,[[-0.27341906]],[0.01219526]
3840,0.38,2.0,[[-0.30652949]],[0.01195329]
3841,0.38,3.0,[[-0.34047117]],[0.0122529]
3842,0.38,4.0,[[-0.37391589]],[0.01255578]
3843,0.38,5.0,[[-0.40523781]],[0.01258349]
3844,0.38,6.0,[[-0.4327486]],[0.01234163]
3845,0.38,7.0,[[-0.45498563]],[0.01201468]
3846,0.38,8.0,[[-0.47117847]],[0.01179085]
3847,0.38,9.0,[[-0.4815293]],[0.011708]
3848,0.38,10.0,[[-0.48690822]],[0.01166086]
3849,0.38,11.0,[[-0.48844938]],[0.01153125]
3850,0.38,12.0,[[-0.48739186]],[0.01135094]
3851,0.38,13.0,[[-0.48506225]],[0.01138378]
3852,0.38,14.0,[[-0.4825711]],[0.01188534]
3853,0.38,15.0,[[-0.48015755]],[0.01264534]
3854,0.38,16.0,[[-0.47799184]],[0.01336217]
3855,0.38,17.0,[[-0.47627884]],[0.01381837]
3856,0.38,18.0,[[-0.47515732]],[0.0138979]
3857,0.38,19.0,[[-0.47464215]],[0.01357693]
3858,0.38,20.0,[[-0.47461059]],[0.01292154]
3859,0.38,21.0,[[-0.47481582]],[0.01210307]
3860,0.38,22.0,[[-0.47493548]],[0.01141219]
3861,0.38,23.0,[[-0.47470467]],[0.01117543]
3862,0.38,24.0,[[-0.47409301]],[0.01145821]
3863,0.38,25.0,[[-0.47321994]],[0.01196964]
3864,0.38,26.0,[[-0.47208014]],[0.01240364]
3865,0.38,27.0,[[-0.4705458]],[0.01259291]
3866,0.38,28.0,[[-0.4685744]],[0.01248053]
3867,0.38,29.0,[[-0.46632508]],[0.01210394]
3868,0.38,30.0,[[-0.46412462]],[0.01161714]
3869,0.38,31.0,[[-0.46238116]],[0.01126297]
3870,0.38,32.0,[[-0.46144236]],[0.01119304]
3871,0.38,33.0,[[-0.46135854]],[0.01127071]
3872,0.38,34.0,[[-0.46191615]],[0.01128583]
3873,0.38,35.0,[[-0.4628174]],[0.01126988]
3874,0.38,36.0,[[-0.463722]],[0.01152988]
3875,0.38,37.0,[[-0.46442761]],[0.01224134]
3876,0.38,38.0,[[-0.46498066]],[0.0131482]
3877,0.38,39.0,[[-0.46541626]],[0.01396812]
3878,0.38,40.0,[[-0.46573451]],[0.01451491]
3879,0.38,41.0,[[-0.46590031]],[0.01470734]
3880,0.38,42.0,[[-0.4658398]],[0.01456162]
3881,0.38,43.0,[[-0.46544157]],[0.01418009]
3882,0.38,44.0,[[-0.46458139]],[0.01371507]
3883,0.38,45.0,[[-0.46319278]],[0.0132849]
3884,0.38,46.0,[[-0.46134351]],[0.01288914]
3885,0.38,47.0,[[-0.45921425]],[0.01243269]
3886,0.38,48.0,[[-0.45700094]],[0.01184362]
3887,0.38,49.0,[[-0.45485077]],[0.01116576]
3888,0.38,50.0,[[-0.45284638]],[0.01057219]
3889,0.38,51.0,[[-0.45099326]],[0.01030199]
3890,0.38,52.0,[[-0.44922128]],[0.01047456]
3891,0.38,53.0,[[-0.44765105]],[0.01091723]
3892,0.38,54.0,[[-0.44657181]],[0.01146831]
3893,0.38,55.0,[[-0.44617496]],[0.01209049]
3894,0.38,56.0,[[-0.44647043]],[0.01265602]
3895,0.38,57.0,[[-0.44734555]],[0.01298227]
3896,0.38,58.0,[[-0.44863182]],[0.01295849]
3897,0.38,59.0,[[-0.45012464]],[0.01258936]
3898,0.38,60.0,[[-0.45158127]],[0.01200351]
3899,0.38,61.0,[[-0.45270581]],[0.01144354]
3900,0.38,62.0,[[-0.45315136]],[0.01121422]
3901,0.38,63.0,[[-0.45262057]],[0.01149989]
3902,0.38,64.0,[[-0.4510411]],[0.01215715]
3903,0.38,65.0,[[-0.44856015]],[0.01289506]
3904,0.38,66.0,[[-0.44544853]],[0.0134968]
3905,0.38,67.0,[[-0.44202796]],[0.0138772]
3906,0.38,68.0,[[-0.43862527]],[0.01406104]
3907,0.38,69.0,[[-0.43554169]],[0.01413888]
3908,0.38,70.0,[[-0.43303042]],[0.01421934]
3909,0.38,71.0,[[-0.43128179]],[0.01438201]
3910,0.38,72.0,[[-0.43041364]],[0.01464411]
3911,0.38,73.0,[[-0.43046375]],[0.01495692]
3912,0.38,74.0,[[-0.4313857]],[0.01522459]
3913,0.38,75.0,[[-0.4330547]],[0.01533047]
3914,0.38,76.0,[[-0.43528602]],[0.01516758]
3915,0.38,77.0,[[-0.43785982]],[0.01467082]
3916,0.38,78.0,[[-0.44054373]],[0.01384846]
3917,0.38,79.0,[[-0.44310883]],[0.01281286]
3918,0.38,80.0,[[-0.44534072]],[0.01180196]
3919,0.38,81.0,[[-0.44705592]],[0.01113432]
3920,0.38,82.0,[[-0.44815749]],[0.01097209]
3921,0.38,83.0,[[-0.4486876]],[0.01116521]
3922,0.38,84.0,[[-0.44873335]],[0.01158013]
3923,0.38,85.0,[[-0.44833445]],[0.01211601]
3924,0.38,86.0,[[-0.44748072]],[0.01263283]
3925,0.38,87.0,[[-0.44616978]],[0.01303351]
3926,0.38,88.0,[[-0.44446707]],[0.01325303]
3927,0.38,89.0,[[-0.44252937]],[0.013224]
3928,0.38,90.0,[[-0.44056913]],[0.01290135]
3929,0.38,91.0,[[-0.4387962]],[0.01232562]
3930,0.38,92.0,[[-0.43737142]],[0.01167644]
3931,0.38,93.0,[[-0.43635084]],[0.0112694]
3932,0.38,94.0,[[-0.43561276]],[0.01148464]
3933,0.38,95.0,[[-0.43498287]],[0.01255862]
3934,0.38,96.0,[[-0.43446269]],[0.01432064]
3935,0.38,97.0,[[-0.43405845]],[0.01655054]
3936,0.38,98.0,[[-0.43374187]],[0.01912469]
3937,0.38,99.0,[[-0.43346222]],[0.02199315]
3938,0.38,100.0,[[-0.43315749]],[0.02514173]
3939,0.39,0.0,[[-0.24196753]],[0.0135187]
3940,0.39,1.0,[[-0.27361535]],[0.01224127]
3941,0.39,2.0,[[-0.30691205]],[0.01198855]
3942,0.39,3.0,[[-0.34106011]],[0.0122552]
3943,0.39,4.0,[[-0.37474594]],[0.01251646]
3944,0.39,5.0,[[-0.40633267]],[0.01250764]
3945,0.39,6.0,[[-0.43407637]],[0.01224921]
3946,0.39,7.0,[[-0.45641566]],[0.01194478]
3947,0.39,8.0,[[-0.47251685]],[0.01178132]
3948,0.39,9.0,[[-0.48263756]],[0.01175552]
3949,0.39,10.0,[[-0.48773061]],[0.01172616]
3950,0.39,11.0,[[-0.4889771]],[0.01157419]
3951,0.39,12.0,[[-0.48763355]],[0.0113475]
3952,0.39,13.0,[[-0.48502146]],[0.01132713]
3953,0.39,14.0,[[-0.48222273]],[0.01178074]
3954,0.39,15.0,[[-0.47950894]],[0.01252383]
3955,0.39,16.0,[[-0.47707465]],[0.01325266]
3956,0.39,17.0,[[-0.47514919]],[0.01373706]
3957,0.39,18.0,[[-0.47388367]],[0.01384793]
3958,0.39,19.0,[[-0.4732923]],[0.01355093]
3959,0.39,20.0,[[-0.47324388]],[0.01290581]
3960,0.39,21.0,[[-0.47347763]],[0.01208396]
3961,0.39,22.0,[[-0.47364749]],[0.0113816]
3962,0.39,23.0,[[-0.47346496]],[0.01112227]
3963,0.39,24.0,[[-0.47292397]],[0.01136643]
3964,0.39,25.0,[[-0.47218831]],[0.01184022]
3965,0.39,26.0,[[-0.47123394]],[0.01224931]
3966,0.39,27.0,[[-0.46987412]],[0.01243227]
3967,0.39,28.0,[[-0.46803172]],[0.01233251]
3968,0.39,29.0,[[-0.46586911]],[0.01198485]
3969,0.39,30.0,[[-0.46372695]],[0.01154537]
3970,0.39,31.0,[[-0.46201316]],[0.01125534]
3971,0.39,32.0,[[-0.46105824]],[0.01124241]
3972,0.39,33.0,[[-0.46092569]],[0.01136114]
3973,0.39,34.0,[[-0.46143056]],[0.01140853]
3974,0.39,35.0,[[-0.46228539]],[0.01141044]
3975,0.39,36.0,[[-0.46316077]],[0.01165304]
3976,0.39,37.0,[[-0.46386455]],[0.01230349]
3977,0.39,38.0,[[-0.46443367]],[0.01313887]
3978,0.39,39.0,[[-0.46490745]],[0.01389264]
3979,0.39,40.0,[[-0.46529009]],[0.01438375]
3980,0.39,41.0,[[-0.46554899]],[0.01453005]
3981,0.39,42.0,[[-0.46560989]],[0.01434644]
3982,0.39,43.0,[[-0.4653544]],[0.01393971]
3983,0.39,44.0,[[-0.46464078]],[0.01347523]
3984,0.39,45.0,[[-0.4633829]],[0.01308298]
3985,0.39,46.0,[[-0.46164861]],[0.01275376]
3986,0.39,47.0,[[-0.45963295]],[0.01236919]
3987,0.39,48.0,[[-0.45753453]],[0.01184103]
3988,0.39,49.0,[[-0.45548256]],[0.01120743]
3989,0.39,50.0,[[-0.45353015]],[0.01063962]
3990,0.39,51.0,[[-0.45166099]],[0.01037379]
3991,0.39,52.0,[[-0.44979473]],[0.01055313]
3992,0.39,53.0,[[-0.44810187]],[0.01102202]
3993,0.39,54.0,[[-0.44691485]],[0.01159758]
3994,0.39,55.0,[[-0.44643679]],[0.01222059]
3995,0.39,56.0,[[-0.4466917]],[0.01277474]
3996,0.39,57.0,[[-0.44757365]],[0.01309375]
3997,0.39,58.0,[[-0.44890835]],[0.01306616]
3998,0.39,59.0,[[-0.4504769]],[0.0126838]
3999,0.39,60.0,[[-0.45201683]],[0.01205711]
4000,0.39,61.0,[[-0.45321114]],[0.011419]
4001,0.39,62.0,[[-0.45369083]],[0.01110128]
4002,0.39,63.0,[[-0.45313466]],[0.01135008]
4003,0.39,64.0,[[-0.4514755]],[0.01203228]
4004,0.39,65.0,[[-0.44887918]],[0.01283273]
4005,0.39,66.0,[[-0.44563326]],[0.0135085]
4006,0.39,67.0,[[-0.44207067]],[0.01395593]
4007,0.39,68.0,[[-0.4385261]],[0.01418645]
4008,0.39,69.0,[[-0.43530814]],[0.01428027]
4009,0.39,70.0,[[-0.4326787]],[0.01434117]
4010,0.39,71.0,[[-0.43083844]],[0.01445477]
4011,0.39,72.0,[[-0.42991565]],[0.01465626]
4012,0.39,73.0,[[-0.4299555]],[0.0149174]
4013,0.39,74.0,[[-0.43091291]],[0.01515306]
4014,0.39,75.0,[[-0.43265755]],[0.01524433]
4015,0.39,76.0,[[-0.43499466]],[0.01507455]
4016,0.39,77.0,[[-0.43769291]],[0.01456845]
4017,0.39,78.0,[[-0.44050886]],[0.01372726]
4018,0.39,79.0,[[-0.44320319]],[0.01266126]
4019,0.39,80.0,[[-0.44555055]],[0.01161557]
4020,0.39,81.0,[[-0.44735298]],[0.01093247]
4021,0.39,82.0,[[-0.44850058]],[0.01078992]
4022,0.39,83.0,[[-0.44904506]],[0.01099684]
4023,0.39,84.0,[[-0.44908459]],[0.01141749]
4024,0.39,85.0,[[-0.44866105]],[0.01195532]
4025,0.39,86.0,[[-0.44775992]],[0.01246571]
4026,0.39,87.0,[[-0.44637583]],[0.01286816]
4027,0.39,88.0,[[-0.44457938]],[0.01311561]
4028,0.39,89.0,[[-0.44254403]],[0.0131437]
4029,0.39,90.0,[[-0.44049981]],[0.01289926]
4030,0.39,91.0,[[-0.43866372]],[0.0124105]
4031,0.39,92.0,[[-0.43719003]],[0.01183811]
4032,0.39,93.0,[[-0.43612053]],[0.01147404]
4033,0.39,94.0,[[-0.43533715]],[0.01168446]
4034,0.39,95.0,[[-0.43468502]],[0.01270025]
4035,0.39,96.0,[[-0.43415322]],[0.0143884]
4036,0.39,97.0,[[-0.43374543]],[0.0165481]
4037,0.39,98.0,[[-0.43343261]],[0.01906501]
4038,0.39,99.0,[[-0.43316218]],[0.02189374]
4039,0.39,100.0,[[-0.43286961]],[0.02502055]
4040,0.4,0.0,[[-0.24197995]],[0.01353077]
4041,0.4,1.0,[[-0.27375205]],[0.01225348]
4042,0.4,2.0,[[-0.30719698]],[0.0119941]
4043,0.4,3.0,[[-0.34151583]],[0.01223855]
4044,0.4,4.0,[[-0.37540793]],[0.01246785]
4045,0.4,5.0,[[-0.40722986]],[0.01242774]
4046,0.4,6.0,[[-0.43519002]],[0.01215266]
4047,0.4,7.0,[[-0.45762477]],[0.01186774]
4048,0.4,8.0,[[-0.47362696]],[0.01176339]
4049,0.4,9.0,[[-0.48352367]],[0.01179566]
4050,0.4,10.0,[[-0.48835447]],[0.0117894]
4051,0.4,11.0,[[-0.48934079]],[0.0116248]
4052,0.4,12.0,[[-0.4877504]],[0.01136373]
4053,0.4,13.0,[[-0.48488246]],[0.01129633]
4054,0.4,14.0,[[-0.48176461]],[0.01169222]
4055,0.4,15.0,[[-0.47872741]],[0.01240671]
