,theta1,theta2,gp_mean,gp_sd
3110,0.3,80.0,[[-0.44169931]],[0.01315122]
3111,0.3,81.0,[[-0.44257667]],[0.0125315]
3112,0.3,82.0,[[-0.44313988]],[0.01215249]
3113,0.3,83.0,[[-0.44342004]],[0.01206937]
3114,0.3,84.0,[[-0.44346055]],[0.01227103]
3115,0.3,85.0,[[-0.44328211]],[0.01269508]
3116,0.3,86.0,[[-0.4428693]],[0.01321281]
3117,0.3,87.0,[[-0.44219494]],[0.01364924]
3118,0.3,88.0,[[-0.44126084]],[0.01384056]
3119,0.3,89.0,[[-0.44012121]],[0.01367611]
3120,0.3,90.0,[[-0.43888088]],[0.0131235]
3121,0.3,91.0,[[-0.4376789]],[0.0122625]
3122,0.3,92.0,[[-0.43666969]],[0.01133964]
3123,0.3,93.0,[[-0.43598509]],[0.01077496]
3124,0.3,94.0,[[-0.43559177]],[0.01092451]
3125,0.3,95.0,[[-0.4353549]],[0.01195773]
3126,0.3,96.0,[[-0.43519621]],[0.01379552]
3127,0.3,97.0,[[-0.43507279]],[0.01619479]
3128,0.3,98.0,[[-0.43494674]],[0.018956]
3129,0.3,99.0,[[-0.43477688]],[0.02197578]
3130,0.3,100.0,[[-0.43451968]],[0.02521806]
3131,0.31,0.0,[[-0.24196776]],[0.01274613]
3132,0.31,1.0,[[-0.27167908]],[0.01135988]
3133,0.31,2.0,[[-0.30271155]],[0.01131584]
3134,0.31,3.0,[[-0.33439819]],[0.01202404]
3135,0.31,4.0,[[-0.36536816]],[0.01271594]
3136,0.31,5.0,[[-0.39426257]],[0.01301054]
3137,0.31,6.0,[[-0.41985729]],[0.01283292]
3138,0.31,7.0,[[-0.44121214]],[0.01229423]
3139,0.31,8.0,[[-0.45782896]],[0.01163423]
3140,0.31,9.0,[[-0.46973117]],[0.01118406]
3141,0.31,10.0,[[-0.47738446]],[0.0111556]
3142,0.31,11.0,[[-0.48151743]],[0.01139882]
3143,0.31,12.0,[[-0.48308329]],[0.01178788]
3144,0.31,13.0,[[-0.48310991]],[0.01231613]
3145,0.31,14.0,[[-0.4824299]],[0.01296076]
3146,0.31,15.0,[[-0.4815165]],[0.01358517]
3147,0.31,16.0,[[-0.48060127]],[0.01401344]
3148,0.31,17.0,[[-0.47982088]],[0.01412978]
3149,0.31,18.0,[[-0.47925542]],[0.0139101]
3150,0.31,19.0,[[-0.47891905]],[0.01341542]
3151,0.31,20.0,[[-0.47874895]],[0.01276918]
3152,0.31,21.0,[[-0.47860946]],[0.0121312]
3153,0.31,22.0,[[-0.47832338]],[0.01169243]
3154,0.31,23.0,[[-0.47772999]],[0.01166017]
3155,0.31,24.0,[[-0.4767466]],[0.01206006]
3156,0.31,25.0,[[-0.47537611]],[0.01263245]
3157,0.31,26.0,[[-0.47365269]],[0.01311796]
3158,0.31,27.0,[[-0.47162269]],[0.01336189]
3159,0.31,28.0,[[-0.46937135]],[0.01329441]
3160,0.31,29.0,[[-0.46705763]],[0.01292398]
3161,0.31,30.0,[[-0.46492901]],[0.01235401]
3162,0.31,31.0,[[-0.46331109]],[0.01178948]
3163,0.31,32.0,[[-0.4625111]],[0.01143425]
3164,0.31,33.0,[[-0.46250974]],[0.01122926]
3165,0.31,34.0,[[-0.46303907]],[0.01104691]
3166,0.31,35.0,[[-0.46383448]],[0.01103035]
3167,0.31,36.0,[[-0.46466275]],[0.01148196]
3168,0.31,37.0,[[-0.46532925]],[0.01243237]
3169,0.31,38.0,[[-0.46573395]],[0.01359491]
3170,0.31,39.0,[[-0.46584265]],[0.01465252]
3171,0.31,40.0,[[-0.46563329]],[0.01539806]
3172,0.31,41.0,[[-0.46507517]],[0.01574107]
3173,0.31,42.0,[[-0.46412754]],[0.01568376]
3174,0.31,43.0,[[-0.46275067]],[0.01529636]
3175,0.31,44.0,[[-0.46092784]],[0.01468803]
3176,0.31,45.0,[[-0.4586911]],[0.01396826]
3177,0.31,46.0,[[-0.45613413]],[0.01320636]
3178,0.31,47.0,[[-0.45340028]],[0.01241538]
3179,0.31,48.0,[[-0.45066024]],[0.01159182]
3180,0.31,49.0,[[-0.44811227]],[0.01081178]
3181,0.31,50.0,[[-0.44600411]],[0.01029703]
3182,0.31,51.0,[[-0.44448249]],[0.01021922]
3183,0.31,52.0,[[-0.44348767]],[0.01049693]
3184,0.31,53.0,[[-0.44287199]],[0.01085617]
3185,0.31,54.0,[[-0.44263931]],[0.01122666]
3186,0.31,55.0,[[-0.44285081]],[0.01168521]
3187,0.31,56.0,[[-0.44342931]],[0.01209759]
3188,0.31,57.0,[[-0.44424182]],[0.01227787]
3189,0.31,58.0,[[-0.4451618]],[0.01215908]
3190,0.31,59.0,[[-0.44607913]],[0.01182056]
3191,0.31,60.0,[[-0.44690945]],[0.01149892]
3192,0.31,61.0,[[-0.4475651]],[0.01149675]
3193,0.31,62.0,[[-0.44784434]],[0.01186571]
3194,0.31,63.0,[[-0.44751514]],[0.01239693]
3195,0.31,64.0,[[-0.44647658]],[0.01285899]
3196,0.31,65.0,[[-0.44478119]],[0.0130936]
3197,0.31,66.0,[[-0.44260059]],[0.01304823]
3198,0.31,67.0,[[-0.44017912]],[0.01278568]
3199,0.31,68.0,[[-0.43778804]],[0.01246748]
3200,0.31,69.0,[[-0.43567794]],[0.01229686]
3201,0.31,70.0,[[-0.4340362]],[0.0124387]
3202,0.31,71.0,[[-0.43297176]],[0.01292986]
3203,0.31,72.0,[[-0.43252577]],[0.01362767]
3204,0.31,73.0,[[-0.43268653]],[0.01433316]
3205,0.31,74.0,[[-0.43339763]],[0.01490015]
3206,0.31,75.0,[[-0.43456274]],[0.01523824]
3207,0.31,76.0,[[-0.43605318]],[0.01529419]
3208,0.31,77.0,[[-0.43771964]],[0.01504841]
3209,0.31,78.0,[[-0.43940658]],[0.01452679]
3210,0.31,79.0,[[-0.44096755]],[0.01381646]
3211,0.31,80.0,[[-0.44228148]],[0.0130673]
3212,0.31,81.0,[[-0.44327007]],[0.0124556]
3213,0.31,82.0,[[-0.44391115]],[0.01211022]
3214,0.31,83.0,[[-0.44423206]],[0.01206803]
3215,0.31,84.0,[[-0.44427651]],[0.01230016]
3216,0.31,85.0,[[-0.44406691]],[0.01273349]
3217,0.31,86.0,[[-0.4435924]],[0.01323956]
3218,0.31,87.0,[[-0.44283355]],[0.01365353]
3219,0.31,88.0,[[-0.44180158]],[0.01382173]
3220,0.31,89.0,[[-0.44056092]],[0.01363776]
3221,0.31,90.0,[[-0.43922618]],[0.0130688]
3222,0.31,91.0,[[-0.43794371]],[0.01219388]
3223,0.31,92.0,[[-0.43687158]],[0.01126487]
3224,0.31,93.0,[[-0.43614916]],[0.0107262]
3225,0.31,94.0,[[-0.43572497]],[0.0109276]
3226,0.31,95.0,[[-0.43544154]],[0.01200708]
3227,0.31,96.0,[[-0.43522962]],[0.01387014]
3228,0.31,97.0,[[-0.4350589]],[0.01627743]
3229,0.31,98.0,[[-0.43489642]],[0.0190382]
3230,0.31,99.0,[[-0.43470143]],[0.02205505]
3231,0.31,100.0,[[-0.43442883]],[0.02529466]
3232,0.32,0.0,[[-0.24186032]],[0.01285617]
3233,0.32,1.0,[[-0.27184232]],[0.01147393]
3234,0.32,2.0,[[-0.30322993]],[0.01138891]
3235,0.32,3.0,[[-0.33533031]],[0.01203966]
3236,0.32,4.0,[[-0.36673401]],[0.01268231]
3237,0.32,5.0,[[-0.39602633]],[0.0129461]
3238,0.32,6.0,[[-0.42191998]],[0.01276448]
3239,0.32,7.0,[[-0.44341862]],[0.01225512]
3240,0.32,8.0,[[-0.4599985]],[0.01165268]
3241,0.32,9.0,[[-0.47169875]],[0.01125477]
3242,0.32,10.0,[[-0.47902816]],[0.01122117]
3243,0.32,11.0,[[-0.48277849]],[0.01140808]
3244,0.32,12.0,[[-0.48395878]],[0.01171165]
3245,0.32,13.0,[[-0.48365401]],[0.01217045]
3246,0.32,14.0,[[-0.48273103]],[0.01279848]
3247,0.32,15.0,[[-0.48164474]],[0.0134533]
3248,0.32,16.0,[[-0.48060431]],[0.01393663]
3249,0.32,17.0,[[-0.47974226]],[0.01411463]
3250,0.32,18.0,[[-0.47914035]],[0.01394783]
3251,0.32,19.0,[[-0.47881033]],[0.01348147]
3252,0.32,20.0,[[-0.47867962]],[0.01282582]
3253,0.32,21.0,[[-0.47859707]],[0.01213993]
3254,0.32,22.0,[[-0.47836885]],[0.01163514]
3255,0.32,23.0,[[-0.47782212]],[0.01156269]
3256,0.32,24.0,[[-0.47687257]],[0.01197233]
3257,0.32,25.0,[[-0.47552961]],[0.01256553]
3258,0.32,26.0,[[-0.4738252]],[0.01306018]
3259,0.32,27.0,[[-0.4717954]],[0.01329603]
3260,0.32,28.0,[[-0.46951718]],[0.01320668]
3261,0.32,29.0,[[-0.46715043]],[0.01280797]
3262,0.32,30.0,[[-0.46495263]],[0.01221259]
3263,0.32,31.0,[[-0.4632686]],[0.01163902]
3264,0.32,32.0,[[-0.46244946]],[0.01131688]
3265,0.32,33.0,[[-0.46247397]],[0.01116577]
3266,0.32,34.0,[[-0.46305145]],[0.01102184]
3267,0.32,35.0,[[-0.46390224]],[0.0110095]
3268,0.32,36.0,[[-0.46477017]],[0.01143035]
3269,0.32,37.0,[[-0.46546219]],[0.01234788]
3270,0.32,38.0,[[-0.46590035]],[0.01348913]
3271,0.32,39.0,[[-0.46606392]],[0.01453371]
3272,0.32,40.0,[[-0.46593458]],[0.01527236]
3273,0.32,41.0,[[-0.46547987]],[0.01561519]
3274,0.32,42.0,[[-0.46465281]],[0.01556699]
3275,0.32,43.0,[[-0.46340309]],[0.0152014]
3276,0.32,44.0,[[-0.46170069]],[0.01462895]
3277,0.32,45.0,[[-0.45956558]],[0.01395383]
3278,0.32,46.0,[[-0.45708478]],[0.01323222]
3279,0.32,47.0,[[-0.45440145]],[0.01246355]
3280,0.32,48.0,[[-0.4516898]],[0.01163984]
3281,0.32,49.0,[[-0.4491496]],[0.01084032]
3282,0.32,50.0,[[-0.44701257]],[0.01028372]
3283,0.32,51.0,[[-0.44541666]],[0.01016066]
3284,0.32,52.0,[[-0.44431168]],[0.01041277]
3285,0.32,53.0,[[-0.44357068]],[0.01076595]
3286,0.32,54.0,[[-0.4432252]],[0.01114862]
3287,0.32,55.0,[[-0.44336868]],[0.01165603]
3288,0.32,56.0,[[-0.44392265]],[0.012127]
3289,0.32,57.0,[[-0.44475277]],[0.01235619]
3290,0.32,58.0,[[-0.44572866]],[0.0122669]
3291,0.32,59.0,[[-0.44672999]],[0.01193253]
3292,0.32,60.0,[[-0.44765139]],[0.01158195]
3293,0.32,61.0,[[-0.44837025]],[0.01150741]
3294,0.32,62.0,[[-0.44866927]],[0.01179878]
3295,0.32,63.0,[[-0.4483164]],[0.01229914]
3296,0.32,64.0,[[-0.44721204]],[0.0127879]
3297,0.32,65.0,[[-0.44541702]],[0.01309385]
3298,0.32,66.0,[[-0.4431145]],[0.01314576]
3299,0.32,67.0,[[-0.44055929]],[0.01298576]
3300,0.32,68.0,[[-0.43803019]],[0.01275182]
3301,0.32,69.0,[[-0.43578438]],[0.01262669]
3302,0.32,70.0,[[-0.43401916]],[0.01276591]
3303,0.32,71.0,[[-0.43285645]],[0.01321263]
3304,0.32,72.0,[[-0.43234906]],[0.01385226]
3305,0.32,73.0,[[-0.43249213]],[0.01450681]
3306,0.32,74.0,[[-0.43323051]],[0.01503213]
3307,0.32,75.0,[[-0.43446438]],[0.0153318]
3308,0.32,76.0,[[-0.43605817]],[0.01534642]
3309,0.32,77.0,[[-0.43785345]],[0.01505364]
3310,0.32,78.0,[[-0.43968403]],[0.01448164]
3311,0.32,79.0,[[-0.44139141]],[0.01372575]
3312,0.32,80.0,[[-0.44284089]],[0.0129495]
3313,0.32,81.0,[[-0.44394035]],[0.01234155]
3314,0.32,82.0,[[-0.44465774]],[0.01202795]
3315,0.32,83.0,[[-0.44501774]],[0.01202624]
3316,0.32,84.0,[[-0.44506562]],[0.01228958]
3317,0.32,85.0,[[-0.44482594]],[0.0127354]
3318,0.32,86.0,[[-0.44429144]],[0.01323525]
3319,0.32,87.0,[[-0.44344921]],[0.01363348]
3320,0.32,88.0,[[-0.44231961]],[0.01378674]
3321,0.32,89.0,[[-0.44097801]],[0.01359351]
3322,0.32,90.0,[[-0.43954992]],[0.01302067]
3323,0.32,91.0,[[-0.43818976]],[0.01214536]
3324,0.32,92.0,[[-0.43705866]],[0.01121992]
3325,0.32,93.0,[[-0.43629832]],[0.01070148]
3326,0.32,94.0,[[-0.43583902]],[0.01093918]
3327,0.32,95.0,[[-0.43550489]],[0.01205581]
3328,0.32,96.0,[[-0.43523824]],[0.01393851]
3329,0.32,97.0,[[-0.43502071]],[0.01634797]
3330,0.32,98.0,[[-0.43482321]],[0.01910275]
3331,0.32,99.0,[[-0.43460474]],[0.02211236]
3332,0.32,100.0,[[-0.43431829]],[0.02534665]
3333,0.33,0.0,[[-0.24180073]],[0.01297688]
3334,0.33,1.0,[[-0.27206333]],[0.01160713]
3335,0.33,2.0,[[-0.30379266]],[0.01148505]
3336,0.33,3.0,[[-0.33627052]],[0.01207148]
3337,0.33,4.0,[[-0.36808148]],[0.01265903]
3338,0.33,5.0,[[-0.3977564]],[0.01288821]
3339,0.33,6.0,[[-0.42394128]],[0.01270151]
3340,0.33,7.0,[[-0.44557776]],[0.012224]
3341,0.33,8.0,[[-0.46211293]],[0.01168348]
3342,0.33,9.0,[[-0.47360224]],[0.01133738]
3343,0.33,10.0,[[-0.48060063]],[0.01129407]
3344,0.33,11.0,[[-0.48396209]],[0.01141888]
3345,0.33,12.0,[[-0.48474917]],[0.01163304]
3346,0.33,13.0,[[-0.48410518]],[0.01202008]
3347,0.33,14.0,[[-0.48293467]],[0.01263219]
3348,0.33,15.0,[[-0.48166687]],[0.01331736]
3349,0.33,16.0,[[-0.48048799]],[0.01385354]
3350,0.33,17.0,[[-0.47953029]],[0.01408977]
3351,0.33,18.0,[[-0.47887993]],[0.01397225]
3352,0.33,19.0,[[-0.47854762]],[0.01353216]
3353,0.33,20.0,[[-0.47845168]],[0.01286895]
3354,0.33,21.0,[[-0.47842519]],[0.012142]
3355,0.33,22.0,[[-0.47825639]],[0.01157968]
3356,0.33,23.0,[[-0.47775976]],[0.01146872]
3357,0.33,24.0,[[-0.47685098]],[0.01188207]
3358,0.33,25.0,[[-0.47554861]],[0.01248712]
3359,0.33,26.0,[[-0.4738819]],[0.01298578]
3360,0.33,27.0,[[-0.47187358]],[0.01321393]
3361,0.33,28.0,[[-0.46958965]],[0.01310807]
3362,0.33,29.0,[[-0.46719005]],[0.01269042]
3363,0.33,30.0,[[-0.46494189]],[0.01208202]
3364,0.33,31.0,[[-0.46320526]],[0.01151081]
3365,0.33,32.0,[[-0.46236847]],[0.01122513]
3366,0.33,33.0,[[-0.46240934]],[0.01112429]
3367,0.33,34.0,[[-0.46302287]],[0.01101438]
3368,0.33,35.0,[[-0.46391809]],[0.01100219]
3369,0.33,36.0,[[-0.46481659]],[0.01139312]
3370,0.33,37.0,[[-0.46552519]],[0.01227984]
3371,0.33,38.0,[[-0.46599047]],[0.01339697]
3372,0.33,39.0,[[-0.46620541]],[0.01442256]
3373,0.33,40.0,[[-0.46615506]],[0.01514736]
3374,0.33,41.0,[[-0.46580521]],[0.01548278]
3375,0.33,42.0,[[-0.4651027]],[0.01543634]
3376,0.33,43.0,[[-0.46398639]],[0.01508563]
3377,0.33,44.0,[[-0.46241225]],[0.01454393]
3378,0.33,45.0,[[-0.46038784]],[0.01391207]
3379,0.33,46.0,[[-0.45799458]],[0.01323474]
3380,0.33,47.0,[[-0.45537717]],[0.0124982]
3381,0.33,48.0,[[-0.45271368]],[0.01168853]
3382,0.33,49.0,[[-0.45020223]],[0.01088393]
3383,0.33,50.0,[[-0.44805339]],[0.01029543]
3384,0.33,51.0,[[-0.44639051]],[0.01013053]
3385,0.33,52.0,[[-0.44517116]],[0.01035864]
3386,0.33,53.0,[[-0.44429639]],[0.01071028]
3387,0.33,54.0,[[-0.44383035]],[0.01110896]
3388,0.33,55.0,[[-0.44389644]],[0.01165763]
3389,0.33,56.0,[[-0.44441831]],[0.01217485]
3390,0.33,57.0,[[-0.44526229]],[0.01244373]
3391,0.33,58.0,[[-0.44629333]],[0.01237952]
3392,0.33,59.0,[[-0.44737934]],[0.01204797]
3393,0.33,60.0,[[-0.44839211]],[0.01166592]
3394,0.33,61.0,[[-0.44917536]],[0.01151592]
3395,0.33,62.0,[[-0.44949398]],[0.01172557]
3396,0.33,63.0,[[-0.44911365]],[0.01219196]
3397,0.33,64.0,[[-0.44793769]],[0.01270744]
3398,0.33,65.0,[[-0.44603689]],[0.01308599]
3399,0.33,66.0,[[-0.44360681]],[0.01323542]
3400,0.33,67.0,[[-0.44091294]],[0.01317633]
3401,0.33,68.0,[[-0.43824188]],[0.01302424]
3402,0.33,69.0,[[-0.43585777]],[0.01294281]
3403,0.33,70.0,[[-0.43396765]],[0.0130779]
3404,0.33,71.0,[[-0.43270587]],[0.01347871]
3405,0.33,72.0,[[-0.43213663]],[0.01405671]
3406,0.33,73.0,[[-0.43226204]],[0.01465593]
3407,0.33,74.0,[[-0.43302834]],[0.01513674]
3408,0.33,75.0,[[-0.43433214]],[0.01539761]
3409,0.33,76.0,[[-0.43603068]],[0.01537235]
3410,0.33,77.0,[[-0.4379561]],[0.01503443]
3411,0.33,78.0,[[-0.43993138]],[0.01441252]
3412,0.33,79.0,[[-0.44178582]],[0.01360878]
3413,0.33,80.0,[[-0.44337089]],[0.01280062]
3414,0.33,81.0,[[-0.4445801]],[0.01219198]
3415,0.33,82.0,[[-0.44537147]],[0.01190816]
3416,0.33,83.0,[[-0.4457683]],[0.01194598]
3417,0.33,84.0,[[-0.4458189]],[0.01224067]
3418,0.33,85.0,[[-0.44555025]],[0.01270165]
3419,0.33,86.0,[[-0.44495765]],[0.01320015]
3420,0.33,87.0,[[-0.44403342]],[0.01358907]
3421,0.33,88.0,[[-0.44280666]],[0.01373572]
3422,0.33,89.0,[[-0.44136449]],[0.01354407]
3423,0.33,90.0,[[-0.43984441]],[0.01298076]
3424,0.33,91.0,[[-0.43840977]],[0.01212017]
3425,0.33,92.0,[[-0.43722522]],[0.01121162]
3426,0.33,93.0,[[-0.43642614]],[0.01070763]
3427,0.33,94.0,[[-0.43592639]],[0.01096409]
3428,0.33,95.0,[[-0.43553789]],[0.0121074]
3429,0.33,96.0,[[-0.43521642]],[0.01400236]
3430,0.33,97.0,[[-0.43495402]],[0.01640706]
3431,0.33,98.0,[[-0.43472405]],[0.01914986]
3432,0.33,99.0,[[-0.43448459]],[0.02214778]
3433,0.33,100.0,[[-0.43418644]],[0.02537407]
3434,0.34,0.0,[[-0.2417835]],[0.01310036]
3435,0.34,1.0,[[-0.27232643]],[0.01174861]
3436,0.34,2.0,[[-0.30438034]],[0.01159368]
3437,0.34,3.0,[[-0.33720438]],[0.01211332]
3438,0.34,4.0,[[-0.36939554]],[0.01264176]
3439,0.34,5.0,[[-0.39943663]],[0.01283302]
3440,0.34,6.0,[[-0.42590462]],[0.01263965]
3441,0.34,7.0,[[-0.44767298]],[0.01219503]
3442,0.34,8.0,[[-0.46415548]],[0.01171851]
3443,0.34,9.0,[[-0.47542602]],[0.01142366]
3444,0.34,10.0,[[-0.48209017]],[0.0113703]
3445,0.34,11.0,[[-0.48506226]],[0.01143178]
3446,0.34,12.0,[[-0.48545376]],[0.01155531]
3447,0.34,13.0,[[-0.48446517]],[0.01186895]
3448,0.34,14.0,[[-0.48304308]],[0.01246531]
3449,0.34,15.0,[[-0.48158275]],[0.01317906]
3450,0.34,16.0,[[-0.48024932]],[0.01376446]
3451,0.34,17.0,[[-0.4791797]],[0.01405482]
3452,0.34,18.0,[[-0.47846718]],[0.01398307]
3453,0.34,19.0,[[-0.47812259]],[0.01356783]
3454,0.34,20.0,[[-0.47805563]],[0.0128998]
3455,0.34,21.0,[[-0.47808332]],[0.01213984]
3456,0.34,22.0,[[-0.47797451]],[0.01153145]
3457,0.34,23.0,[[-0.47753044]],[0.01138625]
3458,0.34,24.0,[[-0.47666944]],[0.01179332]
3459,0.34,25.0,[[-0.47542165]],[0.01239945]
3460,0.34,26.0,[[-0.47381297]],[0.01289626]
3461,0.34,27.0,[[-0.47184895]],[0.01311672]
3462,0.34,28.0,[[-0.46958158]],[0.01299968]
3463,0.34,29.0,[[-0.4671703]],[0.01257283]
3464,0.34,30.0,[[-0.46489243]],[0.01196515]
3465,0.34,31.0,[[-0.4631219]],[0.01141181]
3466,0.34,32.0,[[-0.46226631]],[0.01116415]
3467,0.34,33.0,[[-0.46230922]],[0.01110671]
3468,0.34,34.0,[[-0.46294397]],[0.0110255]
3469,0.34,35.0,[[-0.46387106]],[0.01100965]
3470,0.34,36.0,[[-0.46479068]],[0.0113713]
3471,0.34,37.0,[[-0.46550762]],[0.01222914]
3472,0.34,38.0,[[-0.46599487]],[0.01331861]
3473,0.34,39.0,[[-0.46625817]],[0.01431873]
3474,0.34,40.0,[[-0.46628557]],[0.01502248]
3475,0.34,41.0,[[-0.4660413]],[0.01534314]
3476,0.34,42.0,[[-0.46546634]],[0.01529097]
3477,0.34,43.0,[[-0.46448863]],[0.01494803]
3478,0.34,44.0,[[-0.46304944]],[0.0144319]
3479,0.34,45.0,[[-0.46114345]],[0.01384216]
3480,0.34,46.0,[[-0.45884749]],[0.01321327]
3481,0.34,47.0,[[-0.45630956]],[0.01251812]
3482,0.34,48.0,[[-0.45371164]],[0.01173503]
3483,0.34,49.0,[[-0.45124699]],[0.01093774]
3484,0.34,50.0,[[-0.44910225]],[0.01032753]
3485,0.34,51.0,[[-0.44738122]],[0.01012576]
3486,0.34,52.0,[[-0.44604666]],[0.01033388]
3487,0.34,53.0,[[-0.4450328]],[0.0106911]
3488,0.34,54.0,[[-0.44444334]],[0.01111437]
3489,0.34,55.0,[[-0.44442176]],[0.01169236]
3490,0.34,56.0,[[-0.44490433]],[0.0122418]
3491,0.34,57.0,[[-0.44575852]],[0.0125402]
3492,0.34,58.0,[[-0.44684343]],[0.01249543]
3493,0.34,59.0,[[-0.44801378]],[0.01216357]
3494,0.34,60.0,[[-0.44911758]],[0.0117464]
3495,0.34,61.0,[[-0.44996658]],[0.01151782]
3496,0.34,62.0,[[-0.45030578]],[0.01164282]
3497,0.34,63.0,[[-0.4498956]],[0.01207354]
3498,0.34,64.0,[[-0.44864331]],[0.01261632]
3499,0.34,65.0,[[-0.44663152]],[0.0130683]
3500,0.34,66.0,[[-0.4440692]],[0.01331446]
3501,0.34,67.0,[[-0.44123276]],[0.01335344]
3502,0.34,68.0,[[-0.43841674]],[0.01327961]
3503,0.34,69.0,[[-0.43589254]],[0.01323896]
3504,0.34,70.0,[[-0.43387677]],[0.01336806]
3505,0.34,71.0,[[-0.43251572]],[0.01372211]
3506,0.34,72.0,[[-0.4318847]],[0.01423672]
3507,0.34,73.0,[[-0.43199286]],[0.01477808]
3508,0.34,74.0,[[-0.43278791]],[0.01521312]
3509,0.34,75.0,[[-0.43416277]],[0.01543608]
3510,0.34,76.0,[[-0.43596714]],[0.01537348]
3511,0.34,77.0,[[-0.43802341]],[0.01499323]
3512,0.34,78.0,[[-0.44014361]],[0.01432281]
3513,0.34,79.0,[[-0.44214486]],[0.01346965]
3514,0.34,80.0,[[-0.44386471]],[0.01262507]
3515,0.34,81.0,[[-0.44518179]],[0.01201131]
3516,0.34,82.0,[[-0.44604408]],[0.01175525]
3517,0.34,83.0,[[-0.44647496]],[0.01183106]
3518,0.34,84.0,[[-0.44652733]],[0.01215641]
3519,0.34,85.0,[[-0.4462308]],[0.01263438]
3520,0.34,86.0,[[-0.4455821]],[0.01313543]
3521,0.34,87.0,[[-0.44457739]],[0.01352075]
3522,0.34,88.0,[[-0.44325415]],[0.01366893]
3523,0.34,89.0,[[-0.44171189]],[0.01348985]
3524,0.34,90.0,[[-0.44010124]],[0.01294983]
3525,0.34,91.0,[[-0.4385952]],[0.01211958]
3526,0.34,92.0,[[-0.43736175]],[0.01124175]
3527,0.34,93.0,[[-0.43652271]],[0.01074867]
3528,0.34,94.0,[[-0.43597809]],[0.01100784]
3529,0.34,95.0,[[-0.43553292]],[0.01216635]
3530,0.34,96.0,[[-0.43515848]],[0.01406383]
3531,0.34,97.0,[[-0.43485472]],[0.01645545]
3532,0.34,98.0,[[-0.43459595]],[0.0191797]
3533,0.34,99.0,[[-0.43433884]],[0.02216131]
3534,0.34,100.0,[[-0.43403176]],[0.02537695]
3535,0.35000000000000003,0.0,[[-0.24179958]],[0.01321889]
3536,0.35000000000000003,1.0,[[-0.27261232]],[0.0118872]
3537,0.35000000000000003,2.0,[[-0.30497009]],[0.0117038]
3538,0.35000000000000003,3.0,[[-0.33811319]],[0.01215851]
3539,0.35000000000000003,4.0,[[-0.37065791]],[0.0126263]
3540,0.35000000000000003,5.0,[[-0.40104792]],[0.0127772]
3541,0.35000000000000003,6.0,[[-0.4277906]],[0.01257507]
3542,0.35000000000000003,7.0,[[-0.4496849]],[0.01216298]
3543,0.35000000000000003,8.0,[[-0.46610675]],[0.0117509]
3544,0.35000000000000003,9.0,[[-0.47715218]],[0.01150729]
3545,0.35000000000000003,10.0,[[-0.48348291]],[0.01144672]
3546,0.35000000000000003,11.0,[[-0.48607153]],[0.01144797]
3547,0.35000000000000003,12.0,[[-0.48607192]],[0.01148301]
3548,0.35000000000000003,13.0,[[-0.4847366]],[0.01172259]
3549,0.35000000000000003,14.0,[[-0.48305899]],[0.01230232]
3550,0.35000000000000003,15.0,[[-0.4813919]],[0.01304063]
3551,0.35000000000000003,16.0,[[-0.47988486]],[0.01367007]
3552,0.35000000000000003,17.0,[[-0.47868505]],[0.01400985]
3553,0.35000000000000003,18.0,[[-0.47789519]],[0.01398048]
3554,0.35000000000000003,19.0,[[-0.47752709]],[0.0135892]
3555,0.35000000000000003,20.0,[[-0.47748219]],[0.01291954]
3556,0.35000000000000003,21.0,[[-0.47756119]],[0.01213492]
3557,0.35000000000000003,22.0,[[-0.47751197]],[0.01149312]
3558,0.35000000000000003,23.0,[[-0.47712171]],[0.01132059]
3559,0.35000000000000003,24.0,[[-0.47631542]],[0.01170805]
3560,0.35000000000000003,25.0,[[-0.47513706]],[0.01230386]
3561,0.35000000000000003,26.0,[[-0.47360836]],[0.01279271]
3562,0.35000000000000003,27.0,[[-0.47171282]],[0.0130053]
3563,0.35000000000000003,28.0,[[-0.46948499]],[0.01288224]
3564,0.35000000000000003,29.0,[[-0.46708358]],[0.01245576]
3565,0.35000000000000003,30.0,[[-0.4647971]],[0.01186256]
3566,0.35000000000000003,31.0,[[-0.46301327]],[0.01134375]
3567,0.35000000000000003,32.0,[[-0.46213636]],[0.01113499]
3568,0.35000000000000003,33.0,[[-0.46216502]],[0.01111372]
3569,0.35000000000000003,34.0,[[-0.46280449]],[0.01105672]
3570,0.35000000000000003,35.0,[[-0.46374945]],[0.01103522]
3571,0.35000000000000003,36.0,[[-0.46468057]],[0.01136828]
3572,0.35000000000000003,37.0,[[-0.46539878]],[0.01219773]
3573,0.35000000000000003,38.0,[[-0.4659043]],[0.01325445]
3574,0.35000000000000003,39.0,[[-0.4662135]],[0.0142219]
3575,0.35000000000000003,40.0,[[-0.46631712]],[0.01489723]
3576,0.35000000000000003,41.0,[[-0.46617829]],[0.01519582]
3577,0.35000000000000003,42.0,[[-0.46573274]],[0.01513047]
3578,0.35000000000000003,43.0,[[-0.46489761]],[0.01478816]
3579,0.35000000000000003,44.0,[[-0.46359877]],[0.01429242]
3580,0.35000000000000003,45.0,[[-0.46181737]],[0.01374382]
3581,0.35000000000000003,46.0,[[-0.45962661]],[0.01316752]
3582,0.35000000000000003,47.0,[[-0.45717955]],[0.01252219]
